symbol,company_name,industry,listing_date,ipo_age_days,liquidity_rank,top_1000_liquid,recent_ipo_overlay,history_sessions,scan_date,price_date,latest_open,latest_high,latest_low,latest_close,latest_volume,previous_close,return_20d,return_63d,return_126d,return_189d,return_252d,sma20,sma50,sma150,sma200,momentum_eligibility,vcp_eligibility,nr7,three_close_band_pct,atr14_pct,atr14_average_50_pct,atr_contraction,average_volume_20d,volume_ratio_20d,daily_close_position,daily_range,median_range_20d,distance_from_20d_high_pct,accumulation_day,volume_dry_up,gap_pct,gap_and_hold,daily_inside_bar,double_inside_bar,weekly_inside_bar,ipo_base_depth_pct,prior_20_high,ipo_base,ipo_momentum,ipo_breakout,resistance_price,resistance_touches,resistance_dispersion_pct,distance_to_resistance_pct,horizontal_resistance,pole_gain_pct,consolidation_sessions,consolidation_depth_pct,consolidation_volume_ratio,flags_pennants,rs_line_eligibility,rs_line_distance_from_high_pct,price_distance_from_high_pct,rs_high_before_price_high,history_status,series,isin,yahoo_symbol,median_traded_value_60d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason,benchmark_status
BELLACASA,Bella Casa Fashion & Retail Limited,,2025-07-18,391.0,1637,False,True,266,2026-08-13,2026-08-12,241.0,245.5,239.11000061035156,241.74000549316406,5117.0,243.27999877929688,-0.8652862651378657,1.0830071765758786,-23.03724903033093,-42.11899700085235,-42.37529757737012,241.58400039672853,245.44620025634765,269.8369995117188,303.7429992675781,ELIGIBLE,NOT ELIGIBLE,False,0.6370452763873874,3.943728435220496,5.140509277343989,True,13709.2,0.3732529979867534,0.41158139812548505,6.3899993896484375,9.599998474121094,5.2928479948426785,False,False,-0.9371912161859619,False,False,False,False,20.774647887323944,255.25,False,False,False,255.12000274658203,2.0,0.10191067107121249,5.2445896477622345,False,8.85666205388529,18,8.71694417238002,1.2209354826314172,False,ELIGIBLE,45.698857532154356,51.394389760427664,False,COMPLETE,,,,,-0.21073105851080332,8.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BELRISE,Belrise Industries Limited,,2025-05-28,442.0,240,True,True,304,2026-08-13,2026-08-12,255.0,268.20001220703125,253.61000061035156,261.3500061035156,9422315.0,253.97000122070312,11.208038897219552,24.773225306219327,43.62257754042442,73.05654794712105,91.46616908231839,238.23250045776368,235.41220031738283,207.89413401285807,196.5758006286621,ELIGIBLE,ELIGIBLE,False,3.394390824081444,2.649430161455325,3.3128471750034745,True,4182744.45,2.2526633201318336,0.530500297540921,14.590011596679688,6.1100006103515625,2.554066290730781,True,False,0.4055592291791088,False,False,False,False,23.71364772885281,257.75,False,True,True,237.6999969482422,3.0,1.3462334830988527,-9.949520176234202,False,8.94214406498044,20,16.48024242926283,0.7541537340771997,False,ELIGIBLE,0.0,2.554066290730781,True,COMPLETE,,,,,0.5153834903646051,90.0,True,2.0,True,True,False,False,False,261.3500061035156,188.31050071716308,268.20001220703125,131.99648627773448,2.554066290730783,97.99769938845778,31.08504604410312,22.014473948364607,19.73214830671038,3.028429280666779,2.6343987803711784,2.8081116386345175,268.20001220703125,2.554066290730781,5193075.9,5086028.24,1.021047397880748,256.82000732421875,-4.2431037900281465,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
BEML,BEML Limited,,2003-11-05,8317.0,377,True,False,499,2026-08-13,2026-08-12,1924.0,1954.0,1891.800048828125,1900.5999755859375,308616.0,1902.300048828125,3.0135488122459364,6.432517677554839,7.78518165458475,-5.561790559390745,-2.0081274952353123,1775.1899963378905,1783.2399926757812,1736.0141324869792,1772.8937677001952,ELIGIBLE,ELIGIBLE,False,0.9499057621604708,3.4601849075042703,3.0553451448765037,False,370087.9,0.8338991898951573,0.14147803321414132,62.199951171875,47.1500244140625,2.732856930095317,False,False,1.1407217901951316,False,False,False,False,14.63152632620586,1937.5999755859375,False,False,False,1815.0,5.0,1.29370030578569,-4.716252098398761,False,7.9452406217901395,20,14.63152632620586,1.0094148291799268,False,ELIGIBLE,11.649072622341654,16.25365883885599,False,COMPLETE,,,,,0.026160597910136738,46.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BENGALASM,Bengal & Assam Company Limited,,2026-04-20,115.0,1682,False,True,80,2026-08-13,2026-08-12,6186.0,6217.5,6155.0,6206.0,404.0,6204.5,-1.060183339976084,-5.597809552783694,,,,6233.475,6357.42,,,NOT ELIGIBLE,NOT ELIGIBLE,True,0.8945120477073092,2.027991344781548,2.873904347845756,True,283.25,1.4263018534863194,0.816,62.5,111.0,3.03125,False,False,-0.29817068256909884,False,False,False,False,17.36378646119978,6400.0,True,False,False,6398.75,6.0,1.4455948427427232,3.0123070912287555,True,1.7235824742268147,11,3.90625,1.5712570509480552,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BEPL,Bhansali Engineering Polymers Limited,,2005-03-21,7815.0,827,True,False,499,2026-08-13,2026-08-12,122.5,122.86000061035156,120.0999984741211,120.54000091552734,779985.0,122.52999877929688,14.230267188636248,27.280031798203797,38.70215176477323,28.082760233499606,15.82542885062843,118.9386028289795,107.41186867579478,94.31668707944823,93.34461816143325,ELIGIBLE,ELIGIBLE,True,4.6457594421668285,3.939415204354757,4.219244767250824,True,12003898.45,0.06497764065973084,0.15942105103121137,2.7600021362304688,5.30999755859375,12.236511562054462,False,False,-0.024482803881287207,False,False,False,False,33.241880214792744,137.34641029083173,False,False,False,108.71191752016551,2.0,0.3192804154739238,-10.88020859641978,False,28.869636331939752,6,6.025979826108555,0.14555446258378008,True,ELIGIBLE,5.634924951285466,12.236511562054462,False,COMPLETE,,,,,0.27434080889061774,77.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BERGEPAINT,Berger Paints (I) Limited,,1999-11-24,9759.0,598,True,False,499,2026-08-13,2026-08-12,539.7999877929688,564.9000244140625,535.9000244140625,559.7999877929688,1847256.0,534.9500122070312,14.709468128028668,5.731834912050782,22.97535924159839,3.2637223435616036,3.3110166609651825,514.981332397461,511.8076281738281,482.5440486653646,498.58512145996093,ELIGIBLE,ELIGIBLE,False,4.64528928290225,3.0288393348715785,3.0506820981186196,True,377329.45,4.8956051535336025,0.8241366682381466,29.0,13.198295673893,0.9028211011999366,True,False,0.9066222030593263,False,False,False,False,15.481459348877797,557.2999877929688,False,False,False,525.5322269160196,4.0,1.8980286050735609,-6.520582206355387,False,12.311648155532628,5,6.3462621829905,2.200079078644706,False,ELIGIBLE,0.4798344242334192,5.133881221417147,False,COMPLETE,,,,,0.0820275361404535,55.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BETA,Beta Drugs Limited,,2025-11-24,262.0,956,True,True,498,2026-08-13,2026-08-12,2721.0,2807.89990234375,2544.10009765625,2559.0,110912.0,2668.300048828125,11.019522776572677,101.19505864298395,81.1809654323397,51.42011834319526,47.90198082405295,2351.644970703125,2126.577990722656,1591.447998046875,1609.8509979248047,ELIGIBLE,ELIGIBLE,False,6.561503547449081,6.459274977713463,5.940215334069329,False,67060.1,1.6539193946922237,0.056481855099933,263.7998046875,154.5,8.864272623678415,False,False,1.9750384217479544,False,False,False,False,56.72922674395048,2712.0,False,True,False,2674.0,1.0,0.0,4.300673148840688,False,67.91327251651423,16,26.193953687098293,0.7633808713069344,False,ELIGIBLE,3.9559348009199704,8.864272623678415,False,COMPLETE,,,,,0.7657863637711116,96.0,True,2.0,False,True,True,False,False,2559.0,1552.7724993896484,2807.89990234375,990.0999755859375,8.864272623678415,158.45874791438038,131.10287262088477,41.813126380997474,35.49025451932309,5.652988971980022,6.8884325046099555,6.865572107634818,2807.89990234375,8.864272623678415,54910.9,55759.38,0.9847831880483607,2605.0,-7.226037586823864,False,LIVE,2026-08-13T12:13:00+05:30,live price not above pivot,COMPLETE
BHARATCOAL,Bharat Coking Coal Limited,,2026-01-19,206.0,302,True,True,142,2026-08-13,2026-08-12,33.84000015258789,34.13999938964844,33.68000030517578,33.779998779296875,3368883.0,33.86000061035156,-8.181576682049185,-12.054155393148703,-8.331071429976333,,,34.85,37.49540023803711,,,NOT ELIGIBLE,NOT ELIGIBLE,False,0.6512765797906411,1.7339070941949875,3.9784484024688553,True,7233426.25,0.4657382108513237,0.21738841988290514,0.45999908447265625,0.6500015258789062,10.75297188613355,False,False,-0.05906809628809517,False,False,False,True,24.324330361707176,37.849998474121094,False,False,False,42.35000038146973,2.0,0.7083807186736455,20.236131109747667,False,2.3465123051824355,16,7.742997903906493,0.24757468691974935,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BHARATFORG,Bharat Forge Limited,,2003-04-04,8532.0,129,True,False,498,2026-08-13,2026-08-12,2051.699951171875,2081.5,2043.0999755859375,2081.5,1660430.0,2051.0,-0.8998239964999266,9.132572700549325,29.50449230829055,57.34737049971186,83.44764980011519,2170.1150146484374,2105.3430908203127,1862.7397233072916,1745.5537677001953,ELIGIBLE,ELIGIBLE,False,2.0526620017674304,3.0602919687628685,2.5833613232432846,False,1191307.75,1.3937876254057777,1.0,38.4000244140625,44.6500244140625,9.302832244008714,False,False,0.034127312134324406,False,True,False,False,18.743266942414174,2295.0,False,False,False,2231.230381760876,3.0,0.4168125758840487,6.710664348461829,False,16.060748840739492,18,11.633986928104575,0.9820693299735844,True,ELIGIBLE,7.603119209967982,9.302832244008714,False,COMPLETE,,,,,0.3771293160184325,83.0,True,1.0,False,True,False,False,False,2081.5,1650.6069299316407,2295.0,1095.9181470372112,9.30283224400872,89.93206797672674,23.066724734221115,13.165680473372781,13.165680473372781,2.8350862101282397,2.87821124386335,3.501319637843802,2295.0,9.302832244008714,1609112.5,1220888.98,1.317984293707033,2091.5,-8.86710239651416,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
BHARATSE,Bharat Seats Limited,,2025-03-24,507.0,1004,False,True,345,2026-08-13,2026-08-12,234.0,247.4499969482422,231.75,235.2899932861328,445095.0,231.5800018310547,-2.828307627623361,24.905014866727583,40.59693838986234,25.534039869603873,119.85647844870515,223.24400024414064,211.50904327392578,185.71307729085285,184.9039051055908,ELIGIBLE,ELIGIBLE,False,2.362035226467298,5.349325649293904,5.299249565973691,False,415981.7,1.069986972984629,0.22547732319968122,15.699996948242188,12.194999694824219,5.687831763835434,False,False,1.044994451079928,False,True,False,False,35.02545973744531,251.21984444091885,False,False,False,193.7504793545734,3.0,1.4820472722501226,-21.439696082268757,False,26.16389681711604,6,11.335577707072714,0.21750394192376604,True,ELIGIBLE,7.851922599423232,10.020743631532083,False,COMPLETE,,,,,0.471594972883253,88.0,True,3.0,True,True,True,False,False,235.2899932861328,182.9420344543457,261.4935961713362,104.42653848010723,10.020743631532081,125.31628138852318,53.906437192031575,30.616183894818082,24.615384380868527,5.18719313737385,5.255386688498876,5.571847277214961,261.4935961713362,10.020743631532083,550824.9,1128799.0,0.4879742983471814,248.72999572753906,-4.881037482628892,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
BHARTIARTL,Bharti Airtel Limited,,2002-02-15,8945.0,7,True,False,499,2026-08-13,2026-08-12,1908.5999755859375,1945.0,1901.300048828125,1945.0,10871157.0,1915.199951171875,2.667893260557319,3.3629829578719628,-2.079341505597476,-3.5656717313112263,2.4382761013658882,1933.4468505859375,1880.6297192382813,1877.8336490885417,1926.6437060546875,ELIGIBLE,ELIGIBLE,False,1.5559758556745424,1.824090000114763,1.7476465157871337,False,5777760.05,1.8815521769548045,1.0,43.699951171875,24.8499755859375,4.234367306745446,True,False,-0.34461026285527163,False,False,False,False,14.002051225153126,2031.0,False,False,False,1930.5535266479915,4.0,1.959229515236421,-0.748307319771229,True,9.756649163855545,16,7.533234859675036,0.9796250517327125,False,ELIGIBLE,3.4857423846983795,9.428449768431246,False,COMPLETE,,,,,0.007038457560402223,41.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BHARTIHEXA,Bharti Hexacom Limited,,2024-04-12,853.0,570,True,False,499,2026-08-13,2026-08-12,1515.0,1515.0,1477.800048828125,1487.0,249201.0,1515.0,-8.320491257202878,-3.772604030260962,-10.72680006012372,-16.312585974250958,-13.659506062934312,1583.5159423828125,1520.9650415039061,1548.4543082682292,1603.3653674316406,ELIGIBLE,ELIGIBLE,False,1.882985877605918,3.1024240069942803,2.70305461927583,False,140697.75,1.7711797096968502,0.2473108399892368,37.199951171875,40.801086482574874,10.412927860755309,False,False,0.0,False,False,False,False,14.784579717846599,1659.8377025747243,False,False,False,1644.1106470693264,3.0,1.8529612387866063,9.5559655519159,False,15.541140425088473,7,10.245973347821135,0.8618623431422735,True,ELIGIBLE,18.18153105765076,23.125350287521094,False,COMPLETE,,,,,-0.09648820031566183,23.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BHEL,Bharat Heavy Electricals Limited,,2003-11-11,8311.0,39,True,False,499,2026-08-13,2026-08-12,404.5,420.20001220703125,403.25,420.0,14607097.0,403.0,0.8146520904271037,5.788311459109052,52.609503009152434,47.42997334434853,84.82906793575135,412.39250030517576,401.43018493652346,335.67182912190754,321.1161725616455,ELIGIBLE,ELIGIBLE,False,4.218362282878412,2.569727994957749,3.3199425065224046,True,12614917.15,1.1579225472757069,0.9881998782898646,16.95001220703125,10.425003051757812,5.93505039193729,False,False,0.3722084367245637,False,False,False,True,17.93549604051887,446.5,False,False,False,422.3376421786641,5.0,1.1445224594517072,0.5535007882804831,True,17.469313353607994,19,11.422172452407615,0.6531525174991125,True,ELIGIBLE,4.664191806619511,5.93505039193729,False,COMPLETE,,,,,0.39289033441494087,84.0,True,4.0,True,True,True,True,False,420.0,303.48382125854494,446.5,204.46044916421653,5.935050391937291,105.41870162021824,21.85536398218457,20.47884009763997,6.801515523763432,3.1861492840189074,2.9850103936796626,2.382142566499256,446.5,5.93505039193729,6811173.2,13246652.16,0.5141807241355086,415.3999938964844,-6.9652869212801,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
BI,Bilcare Limited,,2026-04-20,115.0,1903,False,True,80,2026-08-13,2026-08-12,66.9000015258789,67.0,63.31999969482422,64.62000274658203,11761.0,64.91999816894531,2.7835276672952824,-3.147479669813713,,,,61.005499839782715,60.813000183105466,,,NOT ELIGIBLE,NOT ELIGIBLE,False,6.8641945167824066,4.991820926442968,5.468802798552573,True,6280.75,1.8725470684233572,0.35326166955187677,3.6800003051757812,2.885000228881836,5.664229567033531,False,False,3.0499128354577465,False,True,False,False,19.708029197080293,68.5,True,False,False,67.68000030517578,3.0,1.329789482595613,4.521272968079078,True,12.175151504863436,19,16.05839416058394,0.5566550640381928,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BIKAJI,Bikaji Foods International Limited,,2022-11-16,1366.0,860,True,False,498,2026-08-13,2026-08-12,619.9500122070312,621.3499755859375,606.1500244140625,609.5999755859375,122851.0,619.8499755859375,-3.872737670771298,-8.707476414518744,-8.938851720018459,-13.656686012107633,-16.641174712003227,635.6175018310547,645.5105078125,649.8197912597657,668.5595928955078,ELIGIBLE,ELIGIBLE,False,2.2473774205556722,2.4442262487741693,2.340918599442676,False,92282.55,1.3312484321250333,0.22697120095086654,15.199951171875,13.449981689453125,7.699301337154611,False,False,0.016138844080648695,False,False,False,False,11.85255063662561,660.4500122070312,False,False,False,664.6995502551504,3.0,1.3300057588274936,8.289395509303782,False,3.091312678718694,5,6.896546228518517,2.346669175958889,False,ELIGIBLE,22.854927886100466,25.39481709278745,False,COMPLETE,,,,,-0.11330333054633362,20.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BIMETAL,Bimetal Bearings Limited,,2026-04-20,115.0,1901,False,True,85,2026-08-13,2026-08-12,648.9000244140625,656.25,645.0,647.9500122070312,197.0,648.9000244140625,-5.3880360216609136,17.252044425393343,,,,655.4150085449219,645.5358959960937,,,NOT ELIGIBLE,NOT ELIGIBLE,True,0.6173315725969816,4.464630123246027,4.495784079474023,True,573.2,0.3436845778087927,0.26222330729166665,11.25,25.350006103515625,6.500719739245129,False,False,0.0,False,True,False,False,26.73992544668246,695.7999877929688,False,False,False,647.4868135974456,5.0,1.5304159838606226,-0.07153792167783878,True,12.776854324185072,20,9.956709956709958,0.36021891396580724,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BIOCON,Biocon Limited,,2004-04-07,8163.0,163,True,False,499,2026-08-13,2026-08-12,426.8500061035156,430.3500061035156,422.6499938964844,427.3999938964844,3302937.0,426.0,-1.6566985977713777,-0.5089267123511987,15.324385791453476,11.11688270060245,17.49344014451186,431.4500045776367,422.4660925292969,394.5679079182943,393.71373611450196,ELIGIBLE,ELIGIBLE,False,0.32863706490243544,1.9887703512023693,2.5150444815725477,True,4660697.9,0.708678629438737,0.6168821389221367,7.70001220703125,8.0,4.41686241073105,False,False,0.19953194918207462,False,False,False,False,11.696296210858552,447.1499938964844,False,False,False,439.95001220703125,5.0,1.744647171614536,2.852600968821226,True,10.892834990477706,16,5.016951911193503,0.4043614214563131,False,ELIGIBLE,4.459405184859461,4.41686241073105,False,COMPLETE,,,,,0.08583371042373078,55.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BIRLACORPN,Birla Corporation Limited,,1995-04-12,11446.0,959,True,False,498,2026-08-13,2026-08-12,902.1500244140625,906.9000244140625,890.0999755859375,904.4000244140625,32302.0,898.2000122070312,-10.08371164338956,-10.06164651084026,-16.781087109526194,-22.979647031696793,-26.994757977977557,930.0715209960938,952.2409423828125,959.2814794921875,996.2395397949218,ELIGIBLE,ELIGIBLE,False,0.7688049486420613,2.901292306695578,2.981729582531079,True,145769.0,0.2215971845865719,0.851190908694578,16.800048828125,23.17422414972367,11.396799580164686,False,False,0.43976977881856616,False,False,False,True,16.56517368612766,1038.4502593703805,False,False,False,1038.4502593703805,3.0,0.6749322796974554,12.908681349609715,False,10.745455967149775,19,14.488434753912966,1.096421766637265,False,ELIGIBLE,28.443871908933843,31.939891010246786,False,COMPLETE,,,,,-0.1737575702817621,11.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BIRLAPREC,Birla Precision Technologies Limited,,2026-04-20,115.0,1715,False,True,80,2026-08-13,2026-08-12,36.900001525878906,39.4900016784668,35.5099983215332,37.66999816894531,101653.0,35.75,5.341163134960181,-6.363413876262525,,,,34.83699970245361,36.35959976196289,,,NOT ELIGIBLE,NOT ELIGIBLE,False,8.90430182934529,4.016081910345626,5.963849165179049,True,24027.75,4.230649977630032,0.542713071748836,3.9800033569335938,1.4099998474121094,4.608770403050907,True,False,3.216787484975958,True,False,False,False,33.38668109826344,37.380001068115234,False,False,True,39.849998474121094,3.0,1.7063998273861385,5.4705154043895154,False,0.34601767828374985,7,13.876938779472736,1.5563042218487966,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLACKBUCK,BLACKBUCK LIMITED,,2024-11-22,629.0,552,True,True,429,2026-08-13,2026-08-12,570.7000122070312,571.0,559.0999755859375,568.0499877929688,129836.0,571.5,-1.865766303615457,7.0378697431359605,-9.329610886996209,-13.643964984117218,9.863649783204487,557.5499969482422,553.946997680664,572.0009985351562,594.6454983520508,ELIGIBLE,ELIGIBLE,False,1.4523369733803764,3.564199320147226,3.5613581092959894,False,453670.3,0.28619021346559387,0.7521003231266349,11.9000244140625,18.699981689453125,4.029402878417438,False,True,-0.13998036622375754,False,False,False,False,16.81341719077568,591.9000244140625,True,False,False,573.7250061035156,4.0,1.8475707827218142,0.9891530350209186,True,14.239187219404826,20,12.721751262414038,1.14638283288896,False,ELIGIBLE,18.015804066176592,24.057488262972093,False,COMPLETE,,,,,0.0019316267967259618,40.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLIL,Balmer Lawrie Investments Limited,,2026-04-20,115.0,1557,False,True,80,2026-08-13,2026-08-12,70.75,71.4000015258789,70.75,70.93000030517578,67670.0,70.87999725341797,0.7957901616267193,-4.6511615981463805,,,,70.40249938964844,70.81499938964843,,,NOT ELIGIBLE,NOT ELIGIBLE,False,0.1694714739719226,1.1721817626601105,1.5893440621724437,True,41801.7,1.618833683797549,0.2769228963461155,0.6500015258789062,0.8050003051757812,0.6582650009226866,False,False,-0.18340471001033753,False,True,False,False,10.06711409395973,71.4000015258789,True,False,False,72.9000015258789,5.0,1.7969892463215384,2.702333579518226,True,1.7934003654666242,5,1.3865516002975249,0.9737185868724418,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLS,BLS International Services Limited,,2016-06-14,3712.0,440,True,False,499,2026-08-13,2026-08-12,261.6400146484375,264.5,259.510009765625,262.8800048828125,1254241.0,260.8599853515625,11.437054550398695,3.9462282432529694,-9.573707795719699,-14.175631227248186,-33.27673689736995,243.97699890136718,250.21880004882811,265.7549306233724,278.7015032958984,ELIGIBLE,ELIGIBLE,True,0.8323476271941351,3.2233614994927557,3.1105674834520136,False,1536327.85,0.8163888977212773,0.6753510445716522,4.989990234375,6.190010070800781,1.535697780657288,False,False,0.299022211407296,False,True,False,False,18.153897022132522,266.9800109863281,False,False,False,276.0,3.0,0.3260847451030344,4.753621419270834,True,10.998698000608353,5,6.0603817771956265,2.404937332630755,False,ELIGIBLE,33.62487660695111,34.446450712409835,False,COMPLETE,,,,,-0.0982672388676638,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLSE,BLS E-Services Limited,,2024-02-06,919.0,785,True,False,499,2026-08-13,2026-08-12,318.0,321.95001220703125,309.0,316.6499938964844,477805.0,317.6499938964844,15.409847844782899,64.84460405709515,88.08736248382942,59.94577313553533,69.26388470074258,292.6424987792969,261.81859893798827,202.86992014567056,203.5922589111328,ELIGIBLE,ELIGIBLE,False,1.0015878844147457,4.280526345521222,3.882898409566207,False,973967.7,0.49057581683663637,0.5907325625786505,12.95001220703125,11.4949951171875,2.539242891653766,False,False,0.11018608853796685,False,False,False,False,37.451521994964835,324.8999938964844,False,False,False,236.89999389648438,3.0,1.5618391910381118,-33.66399411341796,False,41.68072524160485,5,7.109881975213414,0.3786999410023592,True,ELIGIBLE,0.16897163419570663,2.539242891653766,False,COMPLETE,,,,,0.6939724568685953,95.0,True,3.0,False,True,True,False,True,316.6499938964844,192.20463180541992,324.8999938964844,124.30000305175781,2.53924289165377,154.74656968804186,59.875992493294525,30.298771182546027,27.888207043356044,3.487572989441872,4.121427918134439,3.8338858751461427,324.8999938964844,2.539242891653766,621418.0,934080.0,0.6652727817745804,315.45001220703125,-2.9085816765093475,False,LIVE,2026-08-13T12:13:00+05:30,live price not above pivot,COMPLETE
BLUEJET,Blue Jet Healthcare Limited,,2023-11-01,1016.0,415,True,False,499,2026-08-13,2026-08-12,590.8499755859375,590.8499755859375,579.2999877929688,588.8499755859375,239913.0,590.7000122070312,-1.6205851482510414,36.814587345826496,33.07344081038135,1.6485392705345214,-24.276514649367176,589.3100067138672,554.1130023193359,464.60433369954427,490.17750015258787,ELIGIBLE,ELIGIBLE,False,0.5604226823379372,4.173390314387595,4.273610043019697,True,1116913.2,0.21480003996729558,0.8268396438291014,11.54998779296875,17.20001220703125,9.100032929588625,False,False,0.025387400678389405,False,False,False,False,34.30842917382535,647.7999877929688,False,False,False,522.0,3.0,1.599623873772749,-12.806508732938218,False,32.760337072179404,20,12.98239845179113,1.0531993695692852,False,ELIGIBLE,26.9491759650726,27.532443983928918,False,COMPLETE,,,,,0.1681492802464034,67.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLUESTARCO,Blue Star Limited,,2000-06-15,9555.0,329,True,False,499,2026-08-13,2026-08-12,1502.800048828125,1507.699951171875,1471.699951171875,1490.0,468542.0,1497.9000244140625,-14.629836459787004,-9.691958819329615,-23.1480120801517,-15.886338283276636,-18.067996136615182,1638.5449951171875,1628.9555322265626,1726.4412198893228,1742.3118572998046,ELIGIBLE,ELIGIBLE,False,1.2080536912751678,3.8173534360393697,2.84445116383594,False,533960.6,0.8774842188730779,0.5083346896701388,36.0,50.25,15.031929714966488,False,False,0.32712626571851366,False,False,False,False,16.12309644676061,1754.594994363066,False,False,False,1746.0974849745016,2.0,0.9733144296566401,14.666849198184456,False,12.994463378939969,20,16.075500074058883,1.3915598698395717,False,ELIGIBLE,25.851873138791976,26.602582842610417,False,COMPLETE,,,,,-0.1529725282774055,14.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,,2025-08-19,359.0,478,True,True,245,2026-08-13,2026-08-12,846.0,911.0,830.0499877929688,894.5,7488828.0,837.8499755859375,42.82293109283728,88.17713022290512,99.84360764131237,50.13427632207754,,773.7325042724609,638.3460034179687,529.6516680908203,539.2585012817383,NOT ELIGIBLE,NOT ELIGIBLE,False,7.75160798572006,6.3012070485618965,5.137578693602619,False,10812580.6,0.692603207045689,0.7961705063391352,80.95001220703125,56.600006103515625,1.8111964873765092,False,False,0.9727307574799227,False,False,False,False,49.654226795116976,894.4000244140625,False,True,False,582.9249877929688,2.0,0.6604581492575945,-53.4502755468925,False,60.55518349469327,5,11.679475786395445,0.6637011154013831,True,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
BLUSPRING,Bluspring Enterprises Limited,,2025-06-11,428.0,980,True,True,293,2026-08-13,2026-08-12,118.0,124.0,118.0,121.51000213623047,557491.0,117.8499984741211,4.148456366885789,78.84898111539633,104.42463819578678,62.64222142318896,46.028125793964534,112.51399993896484,108.04660018920899,76.82940022786458,75.53375007629394,ELIGIBLE,ELIGIBLE,False,8.143468739920895,5.434590646443376,6.9019163248645805,True,384879.0,1.4484838091971763,0.5850003560384115,6.0,5.965000152587891,2.0080627933625252,False,False,0.12728173765046424,False,False,False,False,49.81034745402106,122.9000015258789,False,False,False,120.44499969482422,4.0,1.245381712649428,-0.8842230429695584,True,40.682825828757466,19,18.629031027517012,0.23101501023467153,False,ELIGIBLE,2.363054310406271,7.821274931832041,False,COMPLETE,,,,,0.741585895287466,95.0,True,4.0,True,True,True,True,False,121.51000213623047,72.23645015716552,131.82000732421875,43.97999954223633,7.821274931832045,176.28468258517822,99.24425639007883,30.64420746357418,22.893952551820714,6.299563891986963,5.294625474341319,5.259649620486132,131.82000732421875,7.821274931832041,364745.7,1173261.56,0.31088182928280716,115.31999969482422,-12.517073822346125,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
